
============================================================
  Análisis léxico de: manual_cases/input/high_massive.txt
============================================================

  TOKEN                   LEXEMA                  POSICIÓN
  INT_LIT                 '0'                     L2754:C15
  SEMI                    ';'                     L2754:C16
  T_INT                   'int'                   L2755:C1
  ID                      'arr'                   L2755:C5
  LBRACKET                '['                     L2755:C8
  INT_LIT                 '10'                    L2755:C9
  RBRACKET                ']'                     L2755:C11
  SEMI                    ';'                     L2755:C12
  T_VOID                  'void'                  L2757:C1
  ID                      'swap'                  L2757:C6
  LPAREN                  '('                     L2757:C10
  T_INT                   'int'                   L2757:C11
  ID                      'a'                     L2757:C15
  COMMA                   ','                     L2757:C16
  T_INT                   'int'                   L2757:C18
  ID                      'b'                     L2757:C22
  RPAREN                  ')'                     L2757:C23
  LBRACE                  '{'                     L2757:C25
  T_INT                   'int'                   L2758:C5
  ID                      'temp'                  L2758:C9
  ASSIGN                  '='                     L2758:C14
  ID                      'a'                     L2758:C16
  SEMI                    ';'                     L2758:C17
  ID                      'a'                     L2759:C5
  ASSIGN                  '='                     L2759:C7
  ID                      'b'                     L2759:C9
  SEMI                    ';'                     L2759:C10
  ID                      'b'                     L2760:C5
  ASSIGN                  '='                     L2760:C7
  ID                      'temp'                  L2760:C9
  SEMI                    ';'                     L2760:C13
  RBRACE                  '}'                     L2761:C1
  T_INT                   'int'                   L2763:C1
  ID                      'factorial'             L2763:C5
  LPAREN                  '('                     L2763:C14
  T_INT                   'int'                   L2763:C15
  ID                      'n'                     L2763:C19
  RPAREN                  ')'                     L2763:C20
  LBRACE                  '{'                     L2763:C22
  IF                      'if'                    L2764:C5
  LPAREN                  '('                     L2764:C8
  ID                      'n'                     L2764:C9
  LEQ                     '<='                    L2764:C11
  INT_LIT                 '1'                     L2764:C14
  RPAREN                  ')'                     L2764:C15
  LBRACE                  '{'                     L2764:C17
  RETURN                  'return'                L2765:C9
  INT_LIT                 '1'                     L2765:C16
  SEMI                    ';'                     L2765:C17
  RBRACE                  '}'                     L2766:C5
  RETURN                  'return'                L2767:C5
  ID                      'n'                     L2767:C12
  TIMES                   '*'                     L2767:C14
  ID                      'factorial'             L2767:C16
  LPAREN                  '('                     L2767:C25
  ID                      'n'                     L2767:C26
  MINUS                   '-'                     L2767:C28
  INT_LIT                 '1'                     L2767:C30
  RPAREN                  ')'                     L2767:C31
  SEMI                    ';'                     L2767:C32
  RBRACE                  '}'                     L2768:C1
  T_INT                   'int'                   L2770:C1
  ID                      'main'                  L2770:C5
  LPAREN                  '('                     L2770:C9
  RPAREN                  ')'                     L2770:C10
  LBRACE                  '{'                     L2770:C12
  T_INT                   'int'                   L2771:C5
  ID                      'x'                     L2771:C9
  ASSIGN                  '='                     L2771:C11
  HEX_LIT                 '0xFF'                  L2771:C13
  SEMI                    ';'                     L2771:C17
  T_INT                   'int'                   L2772:C5
  ID                      'y'                     L2772:C9
  ASSIGN                  '='                     L2772:C11
  INT_LIT                 '42'                    L2772:C13
  SEMI                    ';'                     L2772:C15
  T_FLOAT                 'float'                 L2773:C5
  ID                      'z'                     L2773:C11
  ASSIGN                  '='                     L2773:C13
  FLOAT_LIT               '1.5'                   L2773:C15
  SEMI                    ';'                     L2773:C18
  FOR                     'for'                   L2775:C5
  LPAREN                  '('                     L2775:C9
  T_INT                   'int'                   L2775:C10
  ID                      'i'                     L2775:C14
  ASSIGN                  '='                     L2775:C16
  INT_LIT                 '0'                     L2775:C18
  SEMI                    ';'                     L2775:C19
  ID                      'i'                     L2775:C21
  LT                      '<'                     L2775:C23
  INT_LIT                 '10'                    L2775:C25
  SEMI                    ';'                     L2775:C27
  ID                      'i'                     L2775:C29
  INC                     '++'                    L2775:C30
  RPAREN                  ')'                     L2775:C32
  LBRACE                  '{'                     L2775:C34
  ID                      'arr'                   L2776:C9
  LBRACKET                '['                     L2776:C12
  ID                      'i'                     L2776:C13
  RBRACKET                ']'                     L2776:C14
  ASSIGN                  '='                     L2776:C16
  ID                      'i'                     L2776:C18
  TIMES                   '*'                     L2776:C20
  INT_LIT                 '2'                     L2776:C22
  SEMI                    ';'                     L2776:C23
  ID                      'counter'               L2777:C9
  INC                     '++'                    L2777:C16
  SEMI                    ';'                     L2777:C18
  RBRACE                  '}'                     L2778:C5
  IF                      'if'                    L2780:C5
  LPAREN                  '('                     L2780:C8
  ID                      'x'                     L2780:C9
  EQ                      '=='                    L2780:C11
  ID                      'y'                     L2780:C14
  OR                      '||'                    L2780:C16
  ID                      'x'                     L2780:C19
  NEQ                     '!='                    L2780:C21
  INT_LIT                 '0'                     L2780:C24
  RPAREN                  ')'                     L2780:C25
  LBRACE                  '{'                     L2780:C27
  ID                      'x'                     L2781:C9
  PLUS_ASSIGN             '+='                    L2781:C11
  INT_LIT                 '10'                    L2781:C14
  SEMI                    ';'                     L2781:C16
  ID                      'y'                     L2782:C9
  MINUS_ASSIGN            '-='                    L2782:C11
  INT_LIT                 '5'                     L2782:C14
  SEMI                    ';'                     L2782:C15
  RBRACE                  '}'                     L2783:C5
  ELSE                    'else'                  L2783:C7
  LBRACE                  '{'                     L2783:C12
  ID                      'x'                     L2784:C9
  TIMES_ASSIGN            '*='                    L2784:C11
  INT_LIT                 '2'                     L2784:C14
  SEMI                    ';'                     L2784:C15
  ID                      'y'                     L2785:C9
  DIV_ASSIGN              '/='                    L2785:C11
  INT_LIT                 '3'                     L2785:C14
  SEMI                    ';'                     L2785:C15
  RBRACE                  '}'                     L2786:C5
  WHILE                   'while'                 L2788:C5
  LPAREN                  '('                     L2788:C11
  ID                      'y'                     L2788:C12
  GT                      '>'                     L2788:C14
  INT_LIT                 '0'                     L2788:C16
  AND                     '&&'                    L2788:C18
  ID                      'x'                     L2788:C21
  LT                      '<'                     L2788:C23
  INT_LIT                 '100'                   L2788:C25
  RPAREN                  ')'                     L2788:C28
  LBRACE                  '{'                     L2788:C30
  ID                      'y'                     L2789:C9
  DEC                     '--'                    L2789:C10
  SEMI                    ';'                     L2789:C12
  ID                      'x'                     L2790:C9
  INC                     '++'                    L2790:C10
  SEMI                    ';'                     L2790:C12
  IF                      'if'                    L2791:C9
  LPAREN                  '('                     L2791:C12
  ID                      'y'                     L2791:C13
  MOD                     '%'                     L2791:C15
  INT_LIT                 '2'                     L2791:C17
  EQ                      '=='                    L2791:C19
  INT_LIT                 '0'                     L2791:C22
  RPAREN                  ')'                     L2791:C23
  LBRACE                  '{'                     L2791:C25
  CONTINUE                'continue'              L2792:C13
  SEMI                    ';'                     L2792:C21
  RBRACE                  '}'                     L2793:C9
  IF                      'if'                    L2794:C9
  LPAREN                  '('                     L2794:C12
  ID                      'x'                     L2794:C13
  GT                      '>'                     L2794:C15
  INT_LIT                 '50'                    L2794:C17
  RPAREN                  ')'                     L2794:C19
  LBRACE                  '{'                     L2794:C21
  BREAK                   'break'                 L2795:C13
  SEMI                    ';'                     L2795:C18
  RBRACE                  '}'                     L2796:C9
  RBRACE                  '}'                     L2797:C5
  T_INT                   'int'                   L2799:C5
  ID                      'result'                L2799:C9
  ASSIGN                  '='                     L2799:C16
  ID                      'factorial'             L2799:C18
  LPAREN                  '('                     L2799:C27
  INT_LIT                 '5'                     L2799:C28
  RPAREN                  ')'                     L2799:C29
  SEMI                    ';'                     L2799:C30
  ID                      'Point'                 L2800:C5
  ID                      'p'                     L2800:C11
  SEMI                    ';'                     L2800:C12
  ID                      'p'                     L2801:C5
  DOT                     '.'                     L2801:C6
  ID                      'x'                     L2801:C7
  ASSIGN                  '='                     L2801:C9
  ID                      'result'                L2801:C11
  SEMI                    ';'                     L2801:C17
  ID                      'p'                     L2802:C5
  DOT                     '.'                     L2802:C6
  ID                      'y'                     L2802:C7
  ASSIGN                  '='                     L2802:C9
  ID                      'counter'               L2802:C11
  SEMI                    ';'                     L2802:C18
  ID                      'bool'                  L2804:C5
  ID                      'flag'                  L2804:C10
  ASSIGN                  '='                     L2804:C15
  TRUE                    'true'                  L2804:C17
  SEMI                    ';'                     L2804:C21
  IF                      'if'                    L2805:C5
  LPAREN                  '('                     L2805:C8
  NOT                     '!'                     L2805:C9
  ID                      'flag'                  L2805:C10
  OR                      '||'                    L2805:C15
  ID                      'result'                L2805:C18
  EQ                      '=='                    L2805:C25
  NULL_KW                 'null'                  L2805:C28
  RPAREN                  ')'                     L2805:C32
  LBRACE                  '{'                     L2805:C34
  RETURN                  'return'                L2806:C9
  INT_LIT                 '0'                     L2806:C16
  SEMI                    ';'                     L2806:C17
  RBRACE                  '}'                     L2807:C5
  T_INT                   'int'                   L2809:C5
  ID                      'shifted'               L2809:C9
  ASSIGN                  '='                     L2809:C17
  ID                      'x'                     L2809:C19
  LSHIFT                  '<<'                    L2809:C21
  INT_LIT                 '2'                     L2809:C24
  SEMI                    ';'                     L2809:C25
  ID                      'shifted'               L2810:C5
  ASSIGN                  '='                     L2810:C13
  ID                      'shifted'               L2810:C15
  RSHIFT                  '>>'                    L2810:C23
  INT_LIT                 '1'                     L2810:C26
  SEMI                    ';'                     L2810:C27
  RETURN                  'return'                L2812:C5
  ID                      'result'                L2812:C12
  SEMI                    ';'                     L2812:C18
  RBRACE                  '}'                     L2813:C1
  STRUCT                  'struct'                L2815:C1
  ID                      'Point'                 L2815:C8
  LBRACE                  '{'                     L2815:C14
  T_INT                   'int'                   L2816:C5
  ID                      'x'                     L2816:C9
  SEMI                    ';'                     L2816:C10
  T_INT                   'int'                   L2817:C5
  ID                      'y'                     L2817:C9
  SEMI                    ';'                     L2817:C10
  RBRACE                  '}'                     L2818:C1
  SEMI                    ';'                     L2818:C2
  CONST                   'const'                 L2820:C1
  T_FLOAT                 'float'                 L2820:C7
  ID                      'PI'                    L2820:C13
  ASSIGN                  '='                     L2820:C16
  FLOAT_LIT               '3.14'                  L2820:C18
  SEMI                    ';'                     L2820:C22
  T_INT                   'int'                   L2821:C1
  ID                      'counter'               L2821:C5
  ASSIGN                  '='                     L2821:C13
  INT_LIT                 '0'                     L2821:C15
  SEMI                    ';'                     L2821:C16
  T_INT                   'int'                   L2822:C1
  ID                      'arr'                   L2822:C5
  LBRACKET                '['                     L2822:C8
  INT_LIT                 '10'                    L2822:C9
  RBRACKET                ']'                     L2822:C11
  SEMI                    ';'                     L2822:C12
  T_VOID                  'void'                  L2824:C1
  ID                      'swap'                  L2824:C6
  LPAREN                  '('                     L2824:C10
  T_INT                   'int'                   L2824:C11
  ID                      'a'                     L2824:C15
  COMMA                   ','                     L2824:C16
  T_INT                   'int'                   L2824:C18
  ID                      'b'                     L2824:C22
  RPAREN                  ')'                     L2824:C23
  LBRACE                  '{'                     L2824:C25
  T_INT                   'int'                   L2825:C5
  ID                      'temp'                  L2825:C9
  ASSIGN                  '='                     L2825:C14
  ID                      'a'                     L2825:C16
  SEMI                    ';'                     L2825:C17
  ID                      'a'                     L2826:C5
  ASSIGN                  '='                     L2826:C7
  ID                      'b'                     L2826:C9
  SEMI                    ';'                     L2826:C10
  ID                      'b'                     L2827:C5
  ASSIGN                  '='                     L2827:C7
  ID                      'temp'                  L2827:C9
  SEMI                    ';'                     L2827:C13
  RBRACE                  '}'                     L2828:C1
  T_INT                   'int'                   L2830:C1
  ID                      'factorial'             L2830:C5
  LPAREN                  '('                     L2830:C14
  T_INT                   'int'                   L2830:C15
  ID                      'n'                     L2830:C19
  RPAREN                  ')'                     L2830:C20
  LBRACE                  '{'                     L2830:C22
  IF                      'if'                    L2831:C5
  LPAREN                  '('                     L2831:C8
  ID                      'n'                     L2831:C9
  LEQ                     '<='                    L2831:C11
  INT_LIT                 '1'                     L2831:C14
  RPAREN                  ')'                     L2831:C15
  LBRACE                  '{'                     L2831:C17
  RETURN                  'return'                L2832:C9
  INT_LIT                 '1'                     L2832:C16
  SEMI                    ';'                     L2832:C17
  RBRACE                  '}'                     L2833:C5
  RETURN                  'return'                L2834:C5
  ID                      'n'                     L2834:C12
  TIMES                   '*'                     L2834:C14
  ID                      'factorial'             L2834:C16
  LPAREN                  '('                     L2834:C25
  ID                      'n'                     L2834:C26
  MINUS                   '-'                     L2834:C28
  INT_LIT                 '1'                     L2834:C30
  RPAREN                  ')'                     L2834:C31
  SEMI                    ';'                     L2834:C32
  RBRACE                  '}'                     L2835:C1
  T_INT                   'int'                   L2837:C1
  ID                      'main'                  L2837:C5
  LPAREN                  '('                     L2837:C9
  RPAREN                  ')'                     L2837:C10
  LBRACE                  '{'                     L2837:C12
  T_INT                   'int'                   L2838:C5
  ID                      'x'                     L2838:C9
  ASSIGN                  '='                     L2838:C11
  HEX_LIT                 '0xFF'                  L2838:C13
  SEMI                    ';'                     L2838:C17
  T_INT                   'int'                   L2839:C5
  ID                      'y'                     L2839:C9
  ASSIGN                  '='                     L2839:C11
  INT_LIT                 '42'                    L2839:C13
  SEMI                    ';'                     L2839:C15
  T_FLOAT                 'float'                 L2840:C5
  ID                      'z'                     L2840:C11
  ASSIGN                  '='                     L2840:C13
  FLOAT_LIT               '1.5'                   L2840:C15
  SEMI                    ';'                     L2840:C18
  FOR                     'for'                   L2842:C5
  LPAREN                  '('                     L2842:C9
  T_INT                   'int'                   L2842:C10
  ID                      'i'                     L2842:C14
  ASSIGN                  '='                     L2842:C16
  INT_LIT                 '0'                     L2842:C18
  SEMI                    ';'                     L2842:C19
  ID                      'i'                     L2842:C21
  LT                      '<'                     L2842:C23
  INT_LIT                 '10'                    L2842:C25
  SEMI                    ';'                     L2842:C27
  ID                      'i'                     L2842:C29
  INC                     '++'                    L2842:C30
  RPAREN                  ')'                     L2842:C32
  LBRACE                  '{'                     L2842:C34
  ID                      'arr'                   L2843:C9
  LBRACKET                '['                     L2843:C12
  ID                      'i'                     L2843:C13
  RBRACKET                ']'                     L2843:C14
  ASSIGN                  '='                     L2843:C16
  ID                      'i'                     L2843:C18
  TIMES                   '*'                     L2843:C20
  INT_LIT                 '2'                     L2843:C22
  SEMI                    ';'                     L2843:C23
  ID                      'counter'               L2844:C9
  INC                     '++'                    L2844:C16
  SEMI                    ';'                     L2844:C18
  RBRACE                  '}'                     L2845:C5
  IF                      'if'                    L2847:C5
  LPAREN                  '('                     L2847:C8
  ID                      'x'                     L2847:C9
  EQ                      '=='                    L2847:C11
  ID                      'y'                     L2847:C14
  OR                      '||'                    L2847:C16
  ID                      'x'                     L2847:C19
  NEQ                     '!='                    L2847:C21
  INT_LIT                 '0'                     L2847:C24
  RPAREN                  ')'                     L2847:C25
  LBRACE                  '{'                     L2847:C27
  ID                      'x'                     L2848:C9
  PLUS_ASSIGN             '+='                    L2848:C11
  INT_LIT                 '10'                    L2848:C14
  SEMI                    ';'                     L2848:C16
  ID                      'y'                     L2849:C9
  MINUS_ASSIGN            '-='                    L2849:C11
  INT_LIT                 '5'                     L2849:C14
  SEMI                    ';'                     L2849:C15
  RBRACE                  '}'                     L2850:C5
  ELSE                    'else'                  L2850:C7
  LBRACE                  '{'                     L2850:C12
  ID                      'x'                     L2851:C9
  TIMES_ASSIGN            '*='                    L2851:C11
  INT_LIT                 '2'                     L2851:C14
  SEMI                    ';'                     L2851:C15
  ID                      'y'                     L2852:C9
  DIV_ASSIGN              '/='                    L2852:C11
  INT_LIT                 '3'                     L2852:C14
  SEMI                    ';'                     L2852:C15
  RBRACE                  '}'                     L2853:C5
  WHILE                   'while'                 L2855:C5
  LPAREN                  '('                     L2855:C11
  ID                      'y'                     L2855:C12
  GT                      '>'                     L2855:C14
  INT_LIT                 '0'                     L2855:C16
  AND                     '&&'                    L2855:C18
  ID                      'x'                     L2855:C21
  LT                      '<'                     L2855:C23
  INT_LIT                 '100'                   L2855:C25
  RPAREN                  ')'                     L2855:C28
  LBRACE                  '{'                     L2855:C30
  ID                      'y'                     L2856:C9
  DEC                     '--'                    L2856:C10
  SEMI                    ';'                     L2856:C12
  ID                      'x'                     L2857:C9
  INC                     '++'                    L2857:C10
  SEMI                    ';'                     L2857:C12
  IF                      'if'                    L2858:C9
  LPAREN                  '('                     L2858:C12
  ID                      'y'                     L2858:C13
  MOD                     '%'                     L2858:C15
  INT_LIT                 '2'                     L2858:C17
  EQ                      '=='                    L2858:C19
  INT_LIT                 '0'                     L2858:C22
  RPAREN                  ')'                     L2858:C23
  LBRACE                  '{'                     L2858:C25
  CONTINUE                'continue'              L2859:C13
  SEMI                    ';'                     L2859:C21
  RBRACE                  '}'                     L2860:C9
  IF                      'if'                    L2861:C9
  LPAREN                  '('                     L2861:C12
  ID                      'x'                     L2861:C13
  GT                      '>'                     L2861:C15
  INT_LIT                 '50'                    L2861:C17
  RPAREN                  ')'                     L2861:C19
  LBRACE                  '{'                     L2861:C21
  BREAK                   'break'                 L2862:C13
  SEMI                    ';'                     L2862:C18
  RBRACE                  '}'                     L2863:C9
  RBRACE                  '}'                     L2864:C5
  T_INT                   'int'                   L2866:C5
  ID                      'result'                L2866:C9
  ASSIGN                  '='                     L2866:C16
  ID                      'factorial'             L2866:C18
  LPAREN                  '('                     L2866:C27
  INT_LIT                 '5'                     L2866:C28
  RPAREN                  ')'                     L2866:C29
  SEMI                    ';'                     L2866:C30
  ID                      'Point'                 L2867:C5
  ID                      'p'                     L2867:C11
  SEMI                    ';'                     L2867:C12
  ID                      'p'                     L2868:C5
  DOT                     '.'                     L2868:C6
  ID                      'x'                     L2868:C7
  ASSIGN                  '='                     L2868:C9
  ID                      'result'                L2868:C11
  SEMI                    ';'                     L2868:C17
  ID                      'p'                     L2869:C5
  DOT                     '.'                     L2869:C6
  ID                      'y'                     L2869:C7
  ASSIGN                  '='                     L2869:C9
  ID                      'counter'               L2869:C11
  SEMI                    ';'                     L2869:C18
  ID                      'bool'                  L2871:C5
  ID                      'flag'                  L2871:C10
  ASSIGN                  '='                     L2871:C15
  TRUE                    'true'                  L2871:C17
  SEMI                    ';'                     L2871:C21
  IF                      'if'                    L2872:C5
  LPAREN                  '('                     L2872:C8
  NOT                     '!'                     L2872:C9
  ID                      'flag'                  L2872:C10
  OR                      '||'                    L2872:C15
  ID                      'result'                L2872:C18
  EQ                      '=='                    L2872:C25
  NULL_KW                 'null'                  L2872:C28
  RPAREN                  ')'                     L2872:C32
  LBRACE                  '{'                     L2872:C34
  RETURN                  'return'                L2873:C9
  INT_LIT                 '0'                     L2873:C16
  SEMI                    ';'                     L2873:C17
  RBRACE                  '}'                     L2874:C5
  T_INT                   'int'                   L2876:C5
  ID                      'shifted'               L2876:C9
  ASSIGN                  '='                     L2876:C17
  ID                      'x'                     L2876:C19
  LSHIFT                  '<<'                    L2876:C21
  INT_LIT                 '2'                     L2876:C24
  SEMI                    ';'                     L2876:C25
  ID                      'shifted'               L2877:C5
  ASSIGN                  '='                     L2877:C13
  ID                      'shifted'               L2877:C15
  RSHIFT                  '>>'                    L2877:C23
  INT_LIT                 '1'                     L2877:C26
  SEMI                    ';'                     L2877:C27
  RETURN                  'return'                L2879:C5
  ID                      'result'                L2879:C12
  SEMI                    ';'                     L2879:C18
  RBRACE                  '}'                     L2880:C1
  STRUCT                  'struct'                L2882:C1
  ID                      'Point'                 L2882:C8
  LBRACE                  '{'                     L2882:C14
  T_INT                   'int'                   L2883:C5
  ID                      'x'                     L2883:C9
  SEMI                    ';'                     L2883:C10
  T_INT                   'int'                   L2884:C5
  ID                      'y'                     L2884:C9
  SEMI                    ';'                     L2884:C10
  RBRACE                  '}'                     L2885:C1
  SEMI                    ';'                     L2885:C2
  CONST                   'const'                 L2887:C1
  T_FLOAT                 'float'                 L2887:C7
  ID                      'PI'                    L2887:C13
  ASSIGN                  '='                     L2887:C16
  FLOAT_LIT               '3.14'                  L2887:C18
  SEMI                    ';'                     L2887:C22
  T_INT                   'int'                   L2888:C1
  ID                      'counter'               L2888:C5
  ASSIGN                  '='                     L2888:C13
  INT_LIT                 '0'                     L2888:C15
  SEMI                    ';'                     L2888:C16
  T_INT                   'int'                   L2889:C1
  ID                      'arr'                   L2889:C5
  LBRACKET                '['                     L2889:C8
  INT_LIT                 '10'                    L2889:C9
  RBRACKET                ']'                     L2889:C11
  SEMI                    ';'                     L2889:C12
  T_VOID                  'void'                  L2891:C1
  ID                      'swap'                  L2891:C6
  LPAREN                  '('                     L2891:C10
  T_INT                   'int'                   L2891:C11
  ID                      'a'                     L2891:C15
  COMMA                   ','                     L2891:C16
  T_INT                   'int'                   L2891:C18
  ID                      'b'                     L2891:C22
  RPAREN                  ')'                     L2891:C23
  LBRACE                  '{'                     L2891:C25
  T_INT                   'int'                   L2892:C5
  ID                      'temp'                  L2892:C9
  ASSIGN                  '='                     L2892:C14
  ID                      'a'                     L2892:C16
  SEMI                    ';'                     L2892:C17
  ID                      'a'                     L2893:C5
  ASSIGN                  '='                     L2893:C7
  ID                      'b'                     L2893:C9
  SEMI                    ';'                     L2893:C10
  ID                      'b'                     L2894:C5
  ASSIGN                  '='                     L2894:C7
  ID                      'temp'                  L2894:C9
  SEMI                    ';'                     L2894:C13
  RBRACE                  '}'                     L2895:C1
  T_INT                   'int'                   L2897:C1
  ID                      'factorial'             L2897:C5
  LPAREN                  '('                     L2897:C14
  T_INT                   'int'                   L2897:C15
  ID                      'n'                     L2897:C19
  RPAREN                  ')'                     L2897:C20
  LBRACE                  '{'                     L2897:C22
  IF                      'if'                    L2898:C5
  LPAREN                  '('                     L2898:C8
  ID                      'n'                     L2898:C9
  LEQ                     '<='                    L2898:C11
  INT_LIT                 '1'                     L2898:C14
  RPAREN                  ')'                     L2898:C15
  LBRACE                  '{'                     L2898:C17
  RETURN                  'return'                L2899:C9
  INT_LIT                 '1'                     L2899:C16
  SEMI                    ';'                     L2899:C17
  RBRACE                  '}'                     L2900:C5
  RETURN                  'return'                L2901:C5
  ID                      'n'                     L2901:C12
  TIMES                   '*'                     L2901:C14
  ID                      'factorial'             L2901:C16
  LPAREN                  '('                     L2901:C25
  ID                      'n'                     L2901:C26
  MINUS                   '-'                     L2901:C28
  INT_LIT                 '1'                     L2901:C30
  RPAREN                  ')'                     L2901:C31
  SEMI                    ';'                     L2901:C32
  RBRACE                  '}'                     L2902:C1
  T_INT                   'int'                   L2904:C1
  ID                      'main'                  L2904:C5
  LPAREN                  '('                     L2904:C9
  RPAREN                  ')'                     L2904:C10
  LBRACE                  '{'                     L2904:C12
  T_INT                   'int'                   L2905:C5
  ID                      'x'                     L2905:C9
  ASSIGN                  '='                     L2905:C11
  HEX_LIT                 '0xFF'                  L2905:C13
  SEMI                    ';'                     L2905:C17
  T_INT                   'int'                   L2906:C5
  ID                      'y'                     L2906:C9
  ASSIGN                  '='                     L2906:C11
  INT_LIT                 '42'                    L2906:C13
  SEMI                    ';'                     L2906:C15
  T_FLOAT                 'float'                 L2907:C5
  ID                      'z'                     L2907:C11
  ASSIGN                  '='                     L2907:C13
  FLOAT_LIT               '1.5'                   L2907:C15
  SEMI                    ';'                     L2907:C18
  FOR                     'for'                   L2909:C5
  LPAREN                  '('                     L2909:C9
  T_INT                   'int'                   L2909:C10
  ID                      'i'                     L2909:C14
  ASSIGN                  '='                     L2909:C16
  INT_LIT                 '0'                     L2909:C18
  SEMI                    ';'                     L2909:C19
  ID                      'i'                     L2909:C21
  LT                      '<'                     L2909:C23
  INT_LIT                 '10'                    L2909:C25
  SEMI                    ';'                     L2909:C27
  ID                      'i'                     L2909:C29
  INC                     '++'                    L2909:C30
  RPAREN                  ')'                     L2909:C32
  LBRACE                  '{'                     L2909:C34
  ID                      'arr'                   L2910:C9
  LBRACKET                '['                     L2910:C12
  ID                      'i'                     L2910:C13
  RBRACKET                ']'                     L2910:C14
  ASSIGN                  '='                     L2910:C16
  ID                      'i'                     L2910:C18
  TIMES                   '*'                     L2910:C20
  INT_LIT                 '2'                     L2910:C22
  SEMI                    ';'                     L2910:C23
  ID                      'counter'               L2911:C9
  INC                     '++'                    L2911:C16
  SEMI                    ';'                     L2911:C18
  RBRACE                  '}'                     L2912:C5
  IF                      'if'                    L2914:C5
  LPAREN                  '('                     L2914:C8
  ID                      'x'                     L2914:C9
  EQ                      '=='                    L2914:C11
  ID                      'y'                     L2914:C14
  OR                      '||'                    L2914:C16
  ID                      'x'                     L2914:C19
  NEQ                     '!='                    L2914:C21
  INT_LIT                 '0'                     L2914:C24
  RPAREN                  ')'                     L2914:C25
  LBRACE                  '{'                     L2914:C27
  ID                      'x'                     L2915:C9
  PLUS_ASSIGN             '+='                    L2915:C11
  INT_LIT                 '10'                    L2915:C14
  SEMI                    ';'                     L2915:C16
  ID                      'y'                     L2916:C9
  MINUS_ASSIGN            '-='                    L2916:C11
  INT_LIT                 '5'                     L2916:C14
  SEMI                    ';'                     L2916:C15
  RBRACE                  '}'                     L2917:C5
  ELSE                    'else'                  L2917:C7
  LBRACE                  '{'                     L2917:C12
  ID                      'x'                     L2918:C9
  TIMES_ASSIGN            '*='                    L2918:C11
  INT_LIT                 '2'                     L2918:C14
  SEMI                    ';'                     L2918:C15
  ID                      'y'                     L2919:C9
  DIV_ASSIGN              '/='                    L2919:C11
  INT_LIT                 '3'                     L2919:C14
  SEMI                    ';'                     L2919:C15
  RBRACE                  '}'                     L2920:C5
  WHILE                   'while'                 L2922:C5
  LPAREN                  '('                     L2922:C11
  ID                      'y'                     L2922:C12
  GT                      '>'                     L2922:C14
  INT_LIT                 '0'                     L2922:C16
  AND                     '&&'                    L2922:C18
  ID                      'x'                     L2922:C21
  LT                      '<'                     L2922:C23
  INT_LIT                 '100'                   L2922:C25
  RPAREN                  ')'                     L2922:C28
  LBRACE                  '{'                     L2922:C30
  ID                      'y'                     L2923:C9
  DEC                     '--'                    L2923:C10
  SEMI                    ';'                     L2923:C12
  ID                      'x'                     L2924:C9
  INC                     '++'                    L2924:C10
  SEMI                    ';'                     L2924:C12
  IF                      'if'                    L2925:C9
  LPAREN                  '('                     L2925:C12
  ID                      'y'                     L2925:C13
  MOD                     '%'                     L2925:C15
  INT_LIT                 '2'                     L2925:C17
  EQ                      '=='                    L2925:C19
  INT_LIT                 '0'                     L2925:C22
  RPAREN                  ')'                     L2925:C23
  LBRACE                  '{'                     L2925:C25
  CONTINUE                'continue'              L2926:C13
  SEMI                    ';'                     L2926:C21
  RBRACE                  '}'                     L2927:C9
  IF                      'if'                    L2928:C9
  LPAREN                  '('                     L2928:C12
  ID                      'x'                     L2928:C13
  GT                      '>'                     L2928:C15
  INT_LIT                 '50'                    L2928:C17
  RPAREN                  ')'                     L2928:C19
  LBRACE                  '{'                     L2928:C21
  BREAK                   'break'                 L2929:C13
  SEMI                    ';'                     L2929:C18
  RBRACE                  '}'                     L2930:C9
  RBRACE                  '}'                     L2931:C5
  T_INT                   'int'                   L2933:C5
  ID                      'result'                L2933:C9
  ASSIGN                  '='                     L2933:C16
  ID                      'factorial'             L2933:C18
  LPAREN                  '('                     L2933:C27
  INT_LIT                 '5'                     L2933:C28
  RPAREN                  ')'                     L2933:C29
  SEMI                    ';'                     L2933:C30
  ID                      'Point'                 L2934:C5
  ID                      'p'                     L2934:C11
  SEMI                    ';'                     L2934:C12
  ID                      'p'                     L2935:C5
  DOT                     '.'                     L2935:C6
  ID                      'x'                     L2935:C7
  ASSIGN                  '='                     L2935:C9
  ID                      'result'                L2935:C11
  SEMI                    ';'                     L2935:C17
  ID                      'p'                     L2936:C5
  DOT                     '.'                     L2936:C6
  ID                      'y'                     L2936:C7
  ASSIGN                  '='                     L2936:C9
  ID                      'counter'               L2936:C11
  SEMI                    ';'                     L2936:C18
  ID                      'bool'                  L2938:C5
  ID                      'flag'                  L2938:C10
  ASSIGN                  '='                     L2938:C15
  TRUE                    'true'                  L2938:C17
  SEMI                    ';'                     L2938:C21
  IF                      'if'                    L2939:C5
  LPAREN                  '('                     L2939:C8
  NOT                     '!'                     L2939:C9
  ID                      'flag'                  L2939:C10
  OR                      '||'                    L2939:C15
  ID                      'result'                L2939:C18
  EQ                      '=='                    L2939:C25
  NULL_KW                 'null'                  L2939:C28
